ID,NAME,PARENTNAME,DATEADDED,DATEEDITED
"6e9637ec-9b9a-4ce3-b63c-1843db5601bf","Tools and NOC Applications","DC TVE/DR MCO","2018-07-10 12:40:58 PM","2019-02-19 4:45:53 PM",
"75498de4-b3a6-4cd6-a573-4e6f5d925926","Live Event Operation and Off Air Adjustments","DC TVE/DR MCO","2018-07-10 12:39:42 PM","2019-02-19 4:45:53 PM",
"deea8170-e928-4aa6-b844-9e866b9e088e","Recovery","DC TVE/DR MCO","2018-07-10 12:38:44 PM","2019-02-19 4:45:53 PM",
"512d84e5-a7a0-4234-8afa-a6b08b0973ee","General Operations","DC TVE/DR MCO","2018-07-10 12:39:00 PM","2019-02-19 4:45:53 PM",
"d96f5e9e-a707-40c2-b920-f6034b95a63d","Automation","DC TVE/DR MCO","2018-07-10 12:39:18 PM","2019-02-19 4:45:53 PM",
"30ff0d76-9efe-4bc9-be42-23f0acd9f2fe","Recovery","DC TVE/DR TMs","2018-07-10 12:41:40 PM","2019-02-19 4:45:07 PM",
"aeeb503e-2e3d-447f-baef-49a5bdcff96d","Alliance/Transmission","DC TVE/DR TMs","2018-07-10 12:41:26 PM","2019-02-19 4:45:07 PM",
"263412f1-6aac-4f92-908d-4d2c84b2397f","Going Hot DR","DC TVE/DR TMs","2018-07-10 12:41:57 PM","2019-02-19 4:45:07 PM",
"da020971-9950-4e06-935e-6342f53f1942","General Operations","DC TVE/DR TMs","2018-07-10 12:42:14 PM","2019-02-19 4:45:07 PM",
"f01297a7-75f2-4138-99c5-934388ef3aa5","Live Event Operation and Off Air Adjustments","DC TVE/DR TMs","2018-07-10 12:43:02 PM","2019-02-19 4:45:07 PM",
"d37debda-ba0a-4337-82c9-a07dcbf2a546","Tools and Applications","DC TVE/DR TMs","2018-07-10 12:43:27 PM","2019-02-19 4:45:07 PM",
"1b4c4c4c-170c-406f-8552-d532992baedf","Automation","DC TVE/DR TMs","2018-07-10 12:42:31 PM","2019-02-19 4:45:07 PM",
"da76e909-6e0d-43a6-bf7e-2def8d483523","EC Portfolio Management","Digital","2019-04-29 8:42:11 AM","2019-04-29 8:59:55 AM",
"df04b3a7-ec36-4695-a24a-4e01db2db734","EC Digital NOC","Digital","2019-04-29 8:41:56 AM","2019-04-29 8:59:38 AM",
"96cd21fa-bdee-4e9e-8694-d60313e9f76f","EC Affiliate Operations","Digital","2019-04-29 8:41:27 AM","2019-04-29 8:59:17 AM",
"5aebf7ee-6e4e-46bf-9588-452f702cb412","DC On-Air Scheduling","Distribution","2019-04-29 8:43:48 AM","2019-04-29 9:03:40 AM",
"b98b456f-d339-4845-8137-9aeef139be3e","EC Supervisors/TMs","Distribution","2019-02-15 2:28:49 PM","2019-02-15 2:30:30 PM",
"9b248a00-5c44-4ae0-aa27-b709fb447a50","DC TMs","Distribution","2019-02-19 1:10:44 PM","2019-02-19 1:10:44 PM",
"9dcbd4b5-45c5-4812-acda-bc909680810e","EC TPC","Distribution","2019-04-29 8:53:32 AM","2019-04-30 1:24:00 PM",
"8f9f593a-1f78-4f12-a02d-dcdd7969aa25","DC MCO","Distribution","2019-02-19 1:10:27 PM","2019-02-19 4:46:35 PM",
"cf046c22-21d9-413d-b342-f2285ccc2b68","EC On-Air Graphics & scheduling","Distribution","2019-04-29 8:43:32 AM","2019-04-29 9:03:27 AM",
"68613192-0c8a-4c2e-a3d1-f9860e8c7c40","EC MCO","Distribution","2019-02-15 2:29:04 PM","2019-02-19 4:46:51 PM",
"29cfef9c-f096-493f-8b11-67170bd5eab6","EC Media Products","EC Advanced Media Products","2018-07-26 3:11:58 PM","2019-04-30 1:16:07 PM",
"eead71b9-f439-4734-b85f-e62283ccff52","EC Affiliate Ops","EC Affiliate Operations","2018-07-23 11:47:33 AM","2019-04-30 1:16:43 PM",
"9e3f7ee2-02ce-4ae0-b599-10eaf67ff018","Database","EC Affiliate Ops","2019-01-25 12:14:33 PM","2019-04-29 8:51:28 AM",
"9272bc45-cf61-4289-a830-4357ea18c621","EC Affiliate Ops General","EC Affiliate Ops","2019-01-25 12:24:03 PM","2019-04-29 8:51:28 AM",
"3b9ce2ad-cc70-4cdf-9fcf-6fec4aff1394","Blackout","EC Affiliate Ops","2019-01-25 12:16:06 PM","2019-04-29 8:51:28 AM",
"a866c6ff-0bb3-4418-9222-b9cfffa8de6d","Receivers","EC Affiliate Ops","2019-01-25 12:19:28 PM","2019-04-29 8:51:28 AM",
"e0c7cd0d-68c0-4a41-8a20-fc3b10459620","Terrestrial Delivery","EC Affiliate Ops","2019-01-25 12:21:04 PM","2019-04-29 8:51:28 AM",
"c8c2561e-1f10-4962-a2be-ddbd53d5a6ed","EC DNOC","EC Digital NOC","2018-07-24 3:53:50 PM","2019-04-30 1:17:10 PM",
"087ce1f5-7f54-4a6e-bc0e-27a055f26623","LIVE","EC DNOC","2018-07-24 3:53:36 PM","2019-04-29 8:52:03 AM",
"e5164168-882f-4115-9c5a-44558d6a4d36","DMD","EC DNOC","2018-07-24 3:54:06 PM","2019-04-29 8:52:03 AM",
"de5d8969-b9b3-4d71-91c4-4f7674e44eb6","PE","EC DNOC","2018-07-24 3:53:24 PM","2019-04-29 8:52:03 AM",
"4d7b82b6-b2dc-4f26-bfe9-6ece03492b02","VOD","EC DNOC","2018-07-24 3:53:05 PM","2019-04-29 8:52:03 AM",
"8c4f685d-7780-4951-aa20-76fe8ddece30","DNOC","EC DNOC","2019-01-24 1:44:55 PM","2019-04-29 8:52:03 AM",
"ea070a38-f9c4-4865-bd6c-195f9d07bd90","EC Post Color","EC Editorial","2019-02-28 4:41:43 PM","2019-05-03 1:38:33 PM",
"cda7d511-9f73-4a83-b563-5cc6071acc8a","Overall Editorial ","EC Editorial","2019-04-26 2:07:20 PM","2019-05-03 1:38:33 PM",
"00f99057-302f-44f6-99e0-a19475186e02","EC Post Audio","EC Editorial","2019-02-28 4:41:28 PM","2019-05-03 1:38:33 PM",
"72966fbd-1cc6-4eb5-a91c-d4ffadec0cba","EC Post Shortform","EC Editorial","2019-02-28 4:39:50 PM","2019-05-03 1:38:33 PM",
"63194c0a-1110-4039-82ad-fbc59dd18737","EC Post Longform","EC Editorial","2019-02-28 4:39:20 PM","2019-05-03 1:38:33 PM",
"00b039a0-9671-4834-a0eb-35f04d201222","MCM","EC Entertainment MCO","2017-08-08 12:28:34 PM","2019-02-15 2:35:30 PM",
"52183e16-aa53-4076-9024-4b69dc77c2e3","CNBC","EC Entertainment MCO","2018-12-10 2:37:47 PM","2019-02-15 2:35:30 PM",
"3d87c81d-31ec-4c57-bf76-b864c2f47c72","DR","EC Entertainment MCO","2019-04-11 2:23:06 PM","2019-04-11 2:23:06 PM",
"d3b1b91f-ba15-4b42-91fd-c49b3356af58","MSNBC","EC Entertainment MCO","2017-08-08 12:30:04 PM","2019-02-15 2:35:30 PM",
"da0270f9-075c-48e1-a3e7-e9e0c4e4f082","SNELL","EC Entertainment MCO","2018-12-11 10:18:12 AM","2019-02-15 2:35:30 PM",
"7d10247c-bfad-49a2-a36d-f9383ad8a59b","VOD","EC Entertainment MCO","2019-04-11 2:23:25 PM","2019-04-11 2:23:25 PM",
"96c0d7b4-c3fa-4f5d-8eed-0e4a988879c3","SNELL","EC Entertainment Supervisors","2019-02-22 9:46:33 AM","2019-02-22 9:46:33 AM",
"94aa13d1-60aa-4c4a-9559-529ad58f1517","Engineering & Equipment","EC Entertainment Supervisors","2018-07-16 11:22:21 AM","2019-02-15 2:33:33 PM",
"9d58b605-ca8d-4cee-bbef-56de49d37f10","Connectivity","EC Entertainment Supervisors","2018-07-16 11:22:54 AM","2019-02-22 9:42:17 AM",
"e5bf20e5-594e-488c-8bad-bdb83047de86","SOPs & Manuals","EC Entertainment Supervisors","2018-07-16 11:22:40 AM","2019-02-15 2:33:33 PM",
"45ad21f9-822c-405c-a549-c43bcd88c29f","Supervisor Documentation","EC Entertainment Supervisors","2018-07-16 11:21:39 AM","2019-02-15 2:33:33 PM",
"54f5f1ba-c089-46c9-919c-e4a96841c85f","Scheduling & Media Management","EC Entertainment Supervisors","2019-02-22 9:45:30 AM","2019-02-22 9:45:30 AM",
"6b73f632-f325-4a38-91c5-f10a033826e7","Live Shows","EC Entertainment Supervisors","2019-01-29 3:25:54 PM","2019-02-15 2:33:33 PM",
"da76186d-7ba9-41a5-85d8-f2f5323ac1b0","Automation","EC Entertainment Supervisors","2018-07-16 11:22:08 AM","2019-02-15 2:33:33 PM",
"1b55f498-2591-472f-986a-fb96b6987ae2","Webscheduler","EC Entertainment Supervisors","2019-02-22 9:55:48 AM","2019-02-22 9:55:48 AM",
"dbbbab93-de50-4a8f-9c88-0a811fa03a6d","Day of Air Shortform Deliveries","EC GMO Technicians","2019-02-15 10:17:25 AM","2019-02-19 12:57:45 PM",
"3a44f748-ffa9-4e2e-802b-24d51ad0d22f","MOC Operational Tools","EC GMO Technicians","2019-02-15 10:19:29 AM","2019-02-19 12:57:45 PM",
"b64e9969-0e67-4791-9e88-79a7b58a547a","Live Records","EC GMO Technicians","2019-02-15 10:18:12 AM","2019-02-19 12:57:45 PM",
"076c71a0-36f0-420c-84e0-7ea0d87ad9ae","EC GMO Techs: Mediator","EC GMO Technicians","2019-02-15 10:19:11 AM","2019-02-26 1:10:17 PM",
"31bbdd5a-188c-408f-8baf-8e0b3a707ccf","GMO Technicians General","EC GMO Technicians","2019-04-17 5:21:07 PM","2019-04-17 5:21:07 PM",
"22393832-9244-450d-b886-adbbed2ec307","iComm","EC GMO Technicians","2019-02-15 10:18:00 AM","2019-02-19 12:57:45 PM",
"ba472e7f-15b4-4046-b8a6-c64b813c3ebb","Manual Transcodes/Transfers","EC GMO Technicians","2019-02-15 10:18:57 AM","2019-02-19 12:57:45 PM",
"2eb86a80-0151-4b81-b576-d98cfcda563a","AVID","EC GMO Technicians","2019-02-15 10:16:50 AM","2019-02-19 12:57:45 PM",
"56b1c0c7-9807-41dd-a4ec-da64084339f5","Longform T-cast Checks","EC GMO Technicians","2019-02-15 10:18:37 AM","2019-02-19 12:57:45 PM",
"9a706cf3-af52-4723-bdcf-e0d3b8382f50","Telemundo","EC GMO Technicians","2019-02-15 10:19:46 AM","2019-02-19 12:57:45 PM",
"1c589f11-b706-490e-95e7-f340ca8c205b","Graphics","EC GMO Technicians","2019-02-15 10:17:41 AM","2019-02-19 12:57:45 PM",
"3c0302c3-358f-48f1-a3fe-03e86dd986d9","Basic WebScheduler Functions","EC Graphics & Scheduling","2018-08-02 11:35:20 AM","2019-04-29 8:52:46 AM",
"ff3707fa-e7ba-499e-9c1f-08fd2ce1745d","Graphics Scheduling","EC Graphics & Scheduling","2018-08-02 11:38:27 AM","2019-04-29 8:52:46 AM",
"de61c457-de90-4141-aef9-309f7eabc023","NBC Sports Functions","EC Graphics & Scheduling","2018-08-02 11:37:41 AM","2019-04-29 8:52:46 AM",
"335072a8-9be1-42ea-80cb-4884c4064501","Traffic Systems","EC Graphics & Scheduling","2018-08-02 11:37:22 AM","2019-04-29 8:52:46 AM",
"913e652b-9f81-4b4d-be27-6101b2745994","Regional Sports Functions","EC Graphics & Scheduling","2018-08-02 11:36:30 AM","2019-04-29 8:52:46 AM",
"cbc4e779-d697-4f3d-89ea-6f7aefbfd1d3","Networks","EC Graphics & Scheduling","2018-08-02 11:35:37 AM","2019-04-29 8:52:46 AM",
"3aa9ef5c-88fa-454f-a958-e67c51b7e164","Sports Contingency","EC Graphics & Scheduling","2018-08-02 11:38:00 AM","2019-04-29 8:52:46 AM",
"1d88c56c-17ce-484a-b820-ff4a4a201959","CNBC Functions","EC Graphics & Scheduling","2018-08-02 11:35:54 AM","2019-04-29 8:52:46 AM",
"6da049eb-5ef9-4de8-b867-03af22853dcc","EC Entertainment MCO","EC MCO","2017-08-08 12:27:54 PM","2019-02-15 2:35:30 PM",
"7b5e5ae0-de29-40eb-9f9d-792924d17c9d","EC Sports MCO","EC MCO","2018-06-29 4:09:00 PM","2019-02-15 2:40:54 PM",
"58c062ef-938d-4457-9ac4-0e6c8e92d309","EC MAC Client Relations","EC Media Asset Coordinators ","2019-05-07 11:27:39 AM","2019-05-07 11:27:39 AM",
"168a345c-accb-4616-89e4-13a4fa567f18","EC MAC ","EC Media Asset Coordinators ","2019-05-02 2:56:33 PM","2019-05-07 11:09:06 AM",
"2b77db79-a337-4c42-9b40-2bdc56232977","EC MAC Workflows","EC Media Asset Coordinators ","2019-05-07 11:19:04 AM","2019-05-07 11:20:53 AM",
"565962a0-739e-48cd-9568-4b2e0b3e7c35","EC MAC Vendor Relations","EC Media Asset Coordinators ","2019-05-24 10:48:57 AM","2019-05-24 10:48:57 AM",
"024a144e-44fb-4fb7-af01-836dcf2d7987","EC MAC Applications","EC Media Asset Coordinators ","2019-05-07 11:18:00 AM","2019-05-07 11:18:00 AM",
"e02da84e-4ba0-4c4d-9a3f-53816bddd024","CORE","EC Media L1 Support","2019-04-26 4:25:10 PM","2019-04-26 4:25:10 PM",
"3be24c7b-0de6-4c56-805a-866831de6e1e","JIRA","EC Media L1 Support","2019-04-26 4:23:59 PM","2019-04-26 4:23:59 PM",
"4574baea-7721-4c85-a9c7-3db79e574cd0","EC Media Asset Coordinators ","EC Media Operations","2019-02-13 11:22:50 AM","2019-02-19 5:07:20 PM",
"477a7669-f846-4875-9fca-4987f1bff722","EC Media L1 Support","EC Media Operations","2019-02-13 11:18:00 AM","2019-02-21 5:31:32 PM",
"6506f5a5-0734-40e4-a8ee-89b2806e68ac","EC Media Prep","EC Media Operations","2018-07-19 4:21:57 PM","2019-02-21 5:31:09 PM",
"925f4338-9731-4297-874f-ce1a0bb3391f","EC GMO Technicians","EC Media Operations","2019-02-13 11:23:09 AM","2019-02-19 12:57:45 PM",
"a3b6d58c-a379-4a35-8af9-e2ca64c18832","EC Media Support","EC Media Operations","2019-02-13 11:22:28 AM","2019-02-21 5:30:55 PM",
"af0534b5-5332-4dea-bfee-4cb07be15a5f","Broadcast Prep","EC Media Prep","2018-10-16 3:45:26 PM","2019-02-21 5:31:09 PM",
"ef6956b0-56c4-406e-a7cc-5e1f0746448a","GMP Core Training","EC Media Prep","2018-10-16 3:47:48 PM","2019-02-21 5:31:09 PM",
"c404521b-bcb6-4e68-8248-7c439577974c","Mediator 8","EC Media Prep","2018-10-10 9:45:05 AM","2019-02-21 5:31:09 PM",
"252442f9-aee3-49a3-b452-7ee13c337ddd","Ingest & Distribution","EC Media Prep","2018-10-16 3:45:55 PM","2019-02-21 5:31:09 PM",
"693fa144-587a-42e4-8886-0455801a1270","OVD Distribution Workflows","EC Media Products","2018-07-26 3:14:29 PM","2019-04-29 8:54:17 AM",
"acac6721-f965-497f-9c22-285bdb84044a","Google MCP Functions","EC Media Products","2018-07-26 3:12:16 PM","2019-04-29 8:54:17 AM",
"68fd0bbc-7aa8-49e4-895d-2f71fa16b154","Special Event Workflows","EC Media Products","2018-07-26 3:15:39 PM","2019-04-29 8:54:17 AM",
"15740b18-403b-4e2f-947d-4efe1ca6a6fb","SVOD Distribution Workflows","EC Media Products","2018-07-26 3:13:21 PM","2019-04-29 8:54:17 AM",
"b50bf61d-fd7c-4bc9-b604-5e5991e9b24c","Internal Distribution Workflows","EC Media Products","2018-07-26 3:15:21 PM","2019-04-29 8:54:17 AM",
"8a2c2c44-8ed5-4b53-8622-5fa1fe3a3ab5","TVE Distribution Workflows","EC Media Products","2018-07-26 3:14:05 PM","2019-04-29 8:54:17 AM",
"6d8df05b-222b-47d1-9f25-6cf9f0229466","EST Distribution Workflows","EC Media Products","2018-07-26 3:12:52 PM","2019-04-29 8:54:17 AM",
"3e3c4c49-2992-4339-8479-86cbc0f10b4d","STB Distribution Workflows","EC Media Products","2018-07-26 3:13:41 PM","2019-04-29 8:54:17 AM",
"08135552-74ac-44bc-b638-8d4711bb611e","Development + Testing","EC Media Products","2018-07-26 3:12:35 PM","2019-04-29 8:54:17 AM",
"f2eda88f-bbe1-4fe2-b4ae-c83bfa75e3b7","Short Form Distribution Workflows","EC Media Products","2018-07-26 3:14:54 PM","2019-04-29 8:54:17 AM",
"5f434a07-8990-446c-b310-faaa47ce6325","CORE","EC Media Support","2019-05-03 1:10:00 PM","2019-05-03 1:10:00 PM",
"59104ec0-aee8-4951-af8f-1d7a4aabafac","EC Graphics & Scheduling","EC On-Air Graphics & scheduling","2018-08-02 11:35:00 AM","2019-04-30 1:17:36 PM",
"2dc3074a-790d-4663-85b8-1406353f67c8","EC Portfolio Mgmt","EC Portfolio Management","2018-07-26 12:05:44 PM","2019-04-30 1:18:42 PM",
"7d3589d7-1977-48bc-bc5e-071da79fbd39","Project Management","EC Portfolio Mgmt","2019-02-19 10:13:32 AM","2019-04-29 8:51:43 AM",
"0b105ad7-67c4-4512-8449-18a36301e136","Agile Scrum","EC Portfolio Mgmt","2019-02-19 10:14:01 AM","2019-04-29 8:51:43 AM",
"c3d67b94-2e13-4f5c-a2e3-34b92ab84dc7","Business Acumen","EC Portfolio Mgmt","2019-01-17 11:38:01 AM","2019-04-29 8:51:43 AM",
"1d5777ac-98e1-4cc8-9147-583b5bb3adce","Agile Process","EC Portfolio Mgmt","2018-07-26 12:09:19 PM","2019-04-29 8:51:43 AM",
"715c2b2b-473b-4751-b551-8a25a0095107","StakeHolder Overview","EC Portfolio Mgmt","2018-11-09 11:10:18 AM","2019-04-29 8:51:43 AM",
"29429c1d-8019-4a36-9382-c51c495cac32","Toolset Proficiency","EC Portfolio Mgmt","2018-11-09 1:19:07 PM","2019-04-29 8:51:43 AM",
"13b5f55b-8dc8-4e98-aa62-c9fd9482f16c","Product Knowledge","EC Portfolio Mgmt","2018-07-26 12:08:37 PM","2019-04-29 8:51:43 AM",
"96500ed8-8422-4b3b-ba03-e885fa17e530","Admin Skills","EC Portfolio Mgmt","2018-11-09 2:03:39 PM","2019-04-29 8:51:43 AM",
"ede160ed-70ba-4b18-b5dd-549ab500452c","SYFY","EC Post Associate Producer","2019-05-03 8:21:01 PM","2019-05-13 12:23:40 PM",
"66b7dfd1-faba-4e96-8612-579e7ab64591","AP","EC Post Associate Producer","2019-05-03 8:19:46 PM","2019-05-13 12:23:40 PM",
"64cebd41-e370-474e-b5b3-8414eeadfc4e","BRAVO","EC Post Associate Producer","2019-05-03 8:20:04 PM","2019-05-13 12:23:40 PM",
"6d7ef41e-3621-4e54-828b-b7ef55a7d89e","E!","EC Post Associate Producer","2019-05-03 8:20:37 PM","2019-05-13 12:23:40 PM",
"80da88dd-2c77-4e60-9b45-be9f42ae2a47","USA","EC Post Associate Producer","2019-05-03 8:21:15 PM","2019-05-13 12:23:40 PM",
"1a7260f7-116e-4428-91bf-c3411f45526a","CNBC","EC Post Associate Producer","2019-05-03 8:20:18 PM","2019-05-13 12:23:40 PM",
"2f3f4e86-c3b1-4f08-b30e-1033e8d0de81","05 - Post","EC Post Central Resource Scheduling","2018-07-05 9:36:34 AM","2019-02-21 3:12:38 PM",
"7c9e57fd-fcca-40c5-8e24-2b842a58ae56","13 - Affiliate and Digital Transmission Operations Staffing","EC Post Central Resource Scheduling","2018-07-05 9:43:30 AM","2019-02-21 3:12:38 PM",
"c7027801-294b-4240-9663-56e08b2b4a96","07 - On-Air","EC Post Central Resource Scheduling","2018-07-05 9:38:41 AM","2019-02-21 3:12:38 PM",
"2b18556c-8bac-416b-a345-65f838cd2994","03 - Post and New Hires","EC Post Central Resource Scheduling","2018-07-05 9:35:52 AM","2019-02-21 3:12:38 PM",
"e10ffc0f-f324-4b82-87c5-721ca151e1df","08 - On-Air Sports","EC Post Central Resource Scheduling","2018-07-05 9:38:58 AM","2019-02-21 3:12:38 PM",
"ce1f87db-a536-43e3-bccd-7fd0fed615ea","10 - On-Air Reporting OT and form ScheduALL","EC Post Central Resource Scheduling","2018-07-05 9:40:06 AM","2019-02-21 3:12:38 PM",
"9e12fdf7-6399-4b7c-8213-a3ebeefc25cb","01 - Team Weekly Status Report","EC Post Central Resource Scheduling","2018-07-05 9:23:40 AM","2019-02-21 3:12:38 PM",
"2ccda9aa-fdec-4a99-b886-a5949edbeb28","12 - On-Air Hotel Agreements and Timekeeper Approval","EC Post Central Resource Scheduling","2018-07-05 9:41:13 AM","2019-02-21 3:12:38 PM",
"15629741-6e9e-403a-a06a-adcf332e982e","04 - Post WO","EC Post Central Resource Scheduling","2018-07-05 9:36:15 AM","2019-02-21 3:12:38 PM",
"684e0f50-9d71-47ff-9594-bece6272d238","02 - Post Staffing","EC Post Central Resource Scheduling","2018-07-05 9:23:56 AM","2019-02-21 3:12:38 PM",
"833d09c8-e901-4326-a7ea-c095fb435ec5","11 - On-Air Dub Wall","EC Post Central Resource Scheduling","2018-07-05 9:40:30 AM","2019-02-21 3:12:38 PM",
"7403a9dc-90ec-4fb6-af42-c642560a5d71","06 - On-Air","EC Post Central Resource Scheduling","2018-07-05 9:36:47 AM","2019-02-21 3:12:38 PM",
"4bff81a7-4044-415a-933d-f65af1ad4979","09 - On-Air Sports Time-Off Approval","EC Post Central Resource Scheduling","2018-07-05 9:39:26 AM","2019-02-21 3:12:38 PM",
"42d46b1f-f35c-496b-91e3-02dac7896dc1","EC Post Central Resource Scheduling","EC Post Client Services","2018-07-05 9:23:23 AM","2019-02-21 3:12:38 PM",
"94750816-4091-4eae-92e5-733355b1caa2","EC Post Client Support","EC Post Client Services","2019-05-10 11:30:26 AM","2019-05-10 11:30:26 AM",
"02c81a3e-7115-4afd-9a07-dafbfcbf4b5a","EC Post Associate Producer","EC Post Client Support","2019-05-03 4:50:59 PM","2019-05-13 12:23:40 PM",
"68e940e6-4f2c-49e1-af53-edef95d4f66c","EC Post Project Support","EC Post Client Support","2018-07-09 5:29:26 PM","2019-05-13 12:22:26 PM",
"06cb4636-8c60-467f-9a19-f393cca92334","EC Post Internal Writer Producer","EC Post Client Support","2019-05-03 4:52:04 PM","2019-05-13 12:24:56 PM",
"798407c9-1b77-4ec6-abcb-f3147b1ee232","EC Editorial","EC Post Editorial","2018-08-08 2:09:07 PM","2019-05-03 1:38:33 PM",
"da62f5e2-db84-4b90-aa42-4aeab647e498","Internal Writer Producer","EC Post Internal Writer Producer","2019-05-03 6:09:59 PM","2019-05-13 12:24:56 PM",
"200f6adb-a71b-4d0c-8f0d-73b92d49d1fe","EC Post Ops","EC Post Operations","2018-08-09 11:48:11 AM","2019-04-30 1:19:08 PM",
"8d8ee812-490a-4dc3-8a58-d5da70308a16","EC Post Operation Strategy","EC Post Operations Strategy","2019-02-21 5:16:01 PM","2019-05-14 10:36:21 AM",
"1496c4d5-2b34-439a-a91a-60afe999065d","EC Post Support","EC Post Ops","2019-02-28 4:42:14 PM","2019-04-29 8:56:30 AM",
"c23b5670-4e59-45c5-ad69-ab3d05c5d5d9","EC Post Prep","EC Post Ops","2019-02-28 4:41:56 PM","2019-04-29 8:56:30 AM",
